40.0956338,-88.2409998,226.3319,226.3319,226.3319,226.3319,226.39531,226.4191,226.35304,226.3319,226.3319,226.31604
40.09579474,-88.2411301,226.26584,226.3134,226.24734,226.22621,226.18657,226.24734,226.22357,226.13637,226.07825,226.04654
40.0958003,-88.241142,225.99104,225.99104,225.99104,226.02803,226.07825,226.07825,226.07825,226.07825,226.12051,226.1628
40.09578379,-88.24114735,226.1628,226.11523,226.07825,226.07825,226.12845,226.10994,226.07825,226.07825,226.07825,226.07825
40.09577328,-88.24112356,226.07825,226.07825,226.07825,226.07825,226.07825,226.07825,226.07825,226.07825,226.07825,226.0069
40.0957426,-88.24116961,225.99104,226.06767,226.15222,226.1628,226.1628,226.1628,226.2447,226.16544,226.24734,226.24734
40.09570364,-88.24121857,226.3319,226.3319,226.3319,226.32661,226.24734,226.24734,226.25792,226.3319,226.3319,226.31868
40.0956733,-88.24127615,226.24734,226.23149,226.1628,226.18393,226.22621,226.1628,226.139,226.10202,226.1628,226.13373
40.09567118,-88.24133968,226.07825,226.07825,226.07825,226.1126,226.1628,226.19978,226.21036,226.1628,226.12051,226.07825
40.09567965,-88.2413604,226.12051,226.1628,226.1628,226.11523,226.1258,226.1126,226.13109,226.21564,226.24734,226.24734
40.09566723,-88.24141295,226.24734,226.24734,226.24734,226.31076,226.39531,226.35304,226.3319,226.3319,226.40324,226.34775
40.09554001,-88.24144586,226.40588,226.4191,226.49307,226.50365,226.50365,226.50365,226.50365,226.58556,226.5882,226.67274
40.0953841,-88.24144397,226.75995,226.76259,226.8445,226.84978,226.92377,226.85243,226.92905,226.93962,227.01361,227.01361
40.0951893,-88.24144417,227.01361,227.0321,227.11665,227.18535,227.2065,227.26991,227.26991,227.29369,227.35446,227.35446
40.09497841,-88.24144568,227.3254,227.26991,227.26991,227.23555,227.2197,227.26991,227.26991,227.30954,227.35446,227.31482
40.09478684,-88.24144778,227.26991,227.26991,227.26991,227.26991,227.26991,227.26991,227.26991,227.26991,227.21442,227.18535
40.09468114,-88.24143094,227.12723,227.1008,227.1008,227.03738,227.01361,226.9502,226.92905,226.92905,226.92905,226.92905
40.09463795,-88.24143591,226.92905,227.00304,227.01361,227.09023,227.1008,227.1008,227.18007,227.10344,227.1008,227.18271
40.0945988,-88.24143861,227.18535,227.18799,227.26991,227.26991,227.27519,227.35446,227.35446,227.34389,227.28311,227.35446
40.09449006,-88.2414412,227.35446,227.33861,227.26991,227.2884,227.3756,227.44165,227.44165,227.46544,227.54999,227.61076
40.09435408,-88.24143399,227.61076,227.5817,227.5262,227.5262,227.5262,227.5262,227.5262,227.5262,227.56584,227.61076
40.09417573,-88.24143446,227.61076,227.65567,227.74023,227.87498,227.95161,228.04938,228.17357,228.3136,228.42987,228.46422
40.09397664,-88.24141939,228.57784,228.69145,228.83678,228.88962,228.88962,228.95303,229.04022,229.12479,229.28067,229.38373
40.09376869,-88.24138705,229.53961,229.57132,229.64531,229.72986,229.81706,229.82762,229.90425,229.99144,230.07864,230.16583
40.09355456,-88.24127228,230.25304,230.33759,230.42477,230.50934,230.50934,230.5014,230.43007,230.50934,230.50934,230.49612
40.0933595,-88.24111506,230.42213,230.42213,230.42213,230.40628,230.33759,230.33759,230.33759,230.29266,230.19226,230.25304
40.09315601,-88.24096169,230.22397,230.13942,230.08128,230.08128,230.08128,230.04694,230.03372,230.08128,230.08128,230.08128
40.09293337,-88.24083559,230.08128,230.08128,230.1262,230.12093,230.03372,230.04694,230.03108,229.99673,229.9439,229.80121
40.09268465,-88.24077724,229.68494,229.65588,229.59775,229.57132,229.51056,229.48413,229.42072,229.39958,229.39958,229.46828
40.09243733,-88.24078637,229.41544,229.39958,229.47356,229.48413,229.56076,229.64795,229.57661,229.72986,229.74043,229.74043
