40.08729636,-88.24073459,220.88089,220.88089,220.93901,220.96544,220.96544,220.96544,221.0315,221.11604,221.20325,221.22174
40.08729636,-88.24073459,221.22174,221.29308,221.23232,221.22174,221.22174,221.14247,221.13455,221.13455,221.13455,221.13455
40.08729636,-88.24073459,221.13455,221.22174,221.21646,221.13455,221.12926,221.04999,221.04999,221.04999,221.04999,221.04999
40.08729636,-88.24073459,221.06584,221.13455,221.15305,221.2006,221.15569,221.24287,221.28252,221.24551,221.30629,221.27722
40.08729636,-88.24073459,221.22174,221.22174,221.25345,221.30629,221.27194,221.22174,221.22174,221.22174,221.22174,221.22174
40.08729636,-88.24073459,221.26402,221.30629,221.30629,221.30629,221.35649,221.34064,221.30629,221.30629,221.30629,221.30629
40.08729636,-88.24073459,221.30629,221.30629,221.30629,221.30629,221.3697,221.39084,221.39084,221.39084,221.32214,221.30629
40.08729636,-88.24073459,221.30629,221.23232,221.22174,221.22174,221.29837,221.30629,221.30629,221.3882,221.39084,221.39084
40.08729636,-88.24073459,221.3882,221.22174,221.22174,221.2138,221.14247,221.22174,221.22174,221.22174,221.22174,221.22174
40.08729636,-88.24073459,221.22174,221.2376,221.2878,221.22174,221.22174,221.22174,221.22174,221.22174,221.22174,221.19267
40.08729636,-88.24073459,221.13455,221.13455,221.13455,221.13455,221.13455,221.13455,221.13455,221.13455,221.17682,221.22174
40.08730614,-88.24073978,221.22174,221.22174,221.22174,221.22174,221.27194,221.30629,221.30629,221.30629,221.36179,221.39084
40.08736095,-88.2407575,221.45161,221.4754,221.53882,221.56259,221.56259,221.56259,221.63129,221.71585,221.66035,221.64714
40.08752621,-88.24078676,221.64714,221.72377,221.7317,221.81097,221.81625,221.81625,221.81625,221.81625,221.988,221.99065
40.0877034,-88.24078506,222.07256,222.07256,222.07256,222.07256,222.07256,222.08311,222.14389,222.08577,222.1571,222.1571
40.08790035,-88.24077582,222.1756,222.2628,222.34999,222.43718,222.52174,222.55873,222.52702,222.58516,222.61421,222.70142
40.08812585,-88.24075473,222.82031,222.92601,222.92601,222.963,223.01056,223.01056,223.05284,223.09511,223.14003,223.17967
40.0883433,-88.24077119,223.22722,223.31442,223.35141,223.35141,223.40425,223.43596,223.38048,223.35141,223.40955,223.43596
40.08857645,-88.24079095,223.43596,223.49937,223.4571,223.43596,223.50467,223.52052,223.52052,223.52052,223.5945,223.53108
40.08883798,-88.24079863,223.52052,223.5998,223.60771,223.68698,223.77417,223.86137,223.94856,223.94856,224.03577,224.11768
40.08913283,-88.24075861,224.11768,224.10974,224.04105,224.12823,224.21544,224.28941,224.30263,224.38983,224.45853,224.49551
40.08939125,-88.24077267,224.64877,224.7571,224.90771,224.9949,225.0821,225.1693,225.25648,225.31198,225.31198,225.31198
40.08964991,-88.24076311,225.31198,225.34633,225.43352,225.48108,225.48108,225.52336,225.52336,225.526,225.6132,225.65283
40.08989465,-88.2407711,225.7004,225.73738,225.73738,225.79024,225.87743,225.96461,226.05182,226.07825,226.07825,226.07825
40.09014065,-88.24078428,226.01483,226.0571,226.01218,226.05974,226.07825,226.14958,226.09145,226.07825,226.07825,226.15486
40.09034556,-88.24079418,226.1628,226.1628,226.1628,226.2447,226.24734,226.33453,226.33453,226.33453,226.33453,226.33453
40.09055147,-88.24076399,226.33453,226.33453,226.33453,226.34511,226.4191,226.43231,226.5195,226.5882,226.5882,226.5882
40.09069244,-88.24077179,226.5882,226.5882,226.5882,226.61462,226.64897,226.5882,226.5882,226.5882,226.5882,226.55385
40.09076504,-88.24075863,226.54063,226.5882,226.5882,226.5882,226.5882,226.5882,226.54593,226.54857,226.68332,226.75995
40.09080373,-88.24075158,226.75995,226.75995,226.81279,226.8445,226.8445,226.90263,226.9317,226.98982,227.01625,227.07703
40.09088456,-88.2407539,227.1008,227.16685,227.18535,227.18535,227.2567,227.34125,227.3571,227.3571,227.3571,227.43373
40.09100741,-88.24075273,227.52092,227.5262,227.5262,227.5262,227.5262,227.44165,227.44429,227.5262,227.5262,227.5262
40.09118607,-88.24074152,227.53413,227.62132,227.70853,227.80629,227.96747,228.05466,228.1392,228.22641,228.31096,228.39816
40.09137573,-88.2407519,228.48535,228.57254,228.63596,228.65974,228.74693,228.83414,228.89226,228.92133,229.00851,229.09572
40.09160063,-88.24076964,229.21991,229.35466,229.47885,229.6136,229.74043,229.87254,229.95709,230.08922,230.21603,230.3508
